Frame,Head,Neck,RShoulder_X,RShoulder_Y,LShoulder_X,LShoulder_Y,RElbow_X,RElbow_Y,LElbow_X,LElbow_Y,RWrist_X,RWrist_Y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,LHip_X,LHip_Y,RKnee_X,RKnee_Y,LKnee_X,LKnee_Y,RAnkle_X,RAnkle_Y,LAnkle_X,LAnkle_Y,Chest,Label
129,213,396,377,396,531,396,325,457,582,548,325,518,600,548,411,640,497,640,514,853,411,822,497,975,428,975,548,0
130,213,396,360,426,531,426,342,487,548,548,360,579,617,548,428,670,497,670,411,822,514,853,428,975,514,975,548,0
131,243,426,360,457,531,426,360,609,548,548,360,609,548,579,411,670,497,670,411,853,514,883,411,1005,497,1005,579,0
132,274,426,360,457,531,457,342,548,531,548,342,609,565,609,411,670,497,670,411,822,514,883,411,1005,497,1036,579,0
133,274,457,360,487,531,457,342,579,548,579,308,640,600,609,411,700,497,700,411,853,514,883,411,1036,514,1036,609,0
134,335,487,360,518,531,487,325,609,565,579,274,640,634,609,411,731,497,731,411,883,514,914,411,1066,497,1066,609,0
135,365,518,360,548,531,548,308,640,582,609,240,640,651,609,411,792,480,761,394,944,497,944,411,1066,497,1066,670,1
136,396,548,360,579,531,548,308,640,600,640,240,640,651,609,411,792,497,792,411,944,497,944,411,1066,514,1066,700,1
137,426,579,360,609,514,579,325,670,582,640,257,640,651,609,411,822,497,822,394,944,497,914,428,1066,497,1066,700,1
138,426,609,377,609,531,579,325,670,582,670,274,640,634,609,411,883,497,883,411,944,497,883,428,1066,497,1066,731,1
139,426,579,360,609,531,579,325,700,582,670,291,670,617,640,411,853,497,853,411,1066,531,944,428,1066,497,1066,731,1
140,396,579,377,579,531,579,342,700,565,670,325,670,600,640,411,822,497,822,531,944,531,944,497,1066,428,1066,700,1
141,396,548,360,579,531,579,342,700,548,670,325,670,565,670,411,822,497,792,514,975,514,944,497,1066,411,1066,700,1
142,365,548,377,548,531,548,342,640,548,640,342,670,565,670,428,822,497,792,411,914,531,914,411,1066,497,1066,700,1
143,365,518,360,548,531,548,360,640,548,640,360,670,548,670,428,792,497,792,411,914,514,914,411,1066,514,1066,670,1
144,335,518,360,548,531,518,360,640,548,640,377,700,531,670,428,792,497,792,428,914,497,914,411,1066,514,1066,670,1
